연번,의료기관명,주소,전화번호
798,잇츠미의원,(35229) 대전광역시 서구 대덕대로 223 대우토피아 6층 601호 (둔산동),042-486-6300
799,자애산부인과의원,(35261) 대전광역시 서구 문정로 32 4층 (탄방동),042-472-7575
800,자연내과의원,(34425) 대전광역시 대덕구 동서대로 1783 (송촌동),042-627-6700
801,자운가정의원,(34059) 대전광역시 유성구 자운로97번길 470 (신봉동),042-863-5332
802,장기철가정의학과의원,(35032) 대전광역시 중구 보문로 46 3층 (부사동),042-224-5511
803,장소아청소년과의원,(34892) 대전광역시 중구 동서대로 1218 4층 (태평동),042-526-2321
804,장안외과의원,(34390) 대전광역시 대덕구 계족로 561 (중리동),042-637-1700
805,장이비인후과의원,(34627) 대전광역시 동구 중앙로 209-1 2층 (중동),042-255-5533
806,장효식내과의원,(34922) 대전광역시 중구 대전천서로 449 (은행동),042-226-2959
807,재린의료소비자생활협동조합 린의원,"(35255) 대전광역시 서구 문정로 134 2,5,6층 (탄방동)",042-478-7575
808,전창렬소아청소년과의원,(34311) 대전광역시 대덕구 신탄진로 790 (신탄진동),042-932-5677
809,정광설정신건강의학과의원,(34909) 대전광역시 중구 계백로 1717 2층 (오류동),042-532-7781
810,정덕영비뇨기과의원,(34627) 대전광역시 동구 중앙로 211 (중동),042-253-3388
811,정일호외과의원,(35224) 대전광역시 서구 계룡로 353 (갈마동),042-487-7151
812,정진선정형외과의원,"(34634) 대전광역시 동구 대전로 617 1,2,3,4층 (효동)",042-285-7582
813,정진의원,(34675) 대전광역시 동구 옥천로 187 7층 (판암동),042-274-9875
814,정창훈성형외과의원,"(35230) 대전광역시 서구 대덕대로 199 6층 (둔산동, 우남빌딩)",042-484-9119
815,정태성정형외과의원,(35036) 대전광역시 중구 대종로 220 (석교동),042-271-8252
816,제네스성형외과의원,(35234) 대전광역시 서구 둔산로 52 4층 (둔산동),042-483-3773
817,제이에스힐링의원,"(35264) 대전광역시 서구 계룡로 633 2,6층 (탄방동)",042-525-0111
818,제이엔제이연합의원,"(34534) 대전광역시 동구 동대전로 284 2,3층 (가양동)",042-631-7081
819,제이의원,(34422) 대전광역시 대덕구 계족로 538 3층 4층 (중리동),042-634-7771
820,제일내과의원,(35364) 대전광역시 서구 관저북로 12 2층 (관저동),042-541-5585
821,제일내과의원,(34868) 대전광역시 중구 선화로 20 2층 (용두동),042-252-7012
822,제일내과의원,(34648) 대전광역시 동구 동대전로 92 (대동),042-632-2406
823,제일신경과의원,(34909) 대전광역시 중구 계백로 1715 201호 (오류동),042-286-7582
824,제일신경외과의원,(34318) 대전광역시 대덕구 대덕대로 1610 2층 (석봉동),042-934-8118
825,제일연합의원,(34379) 대전광역시 대덕구 대전로1177번길 63-8 1층 (오정동),042-624-1565
826,제일연합의원,(34379) 대전광역시 대덕구 대전로1177번길 63-8 1층 (오정동),042-624-1565
827,제일외과의원,(34966) 대전광역시 중구 계백로 1616 (유천동),042-582-1231
828,제일이비인후과의원,(34921) 대전광역시 중구 중앙로 156 (은행동),042-254-7474
829,제일편안의원,(34416) 대전광역시 대덕구 우암로 412 (비래동),042-633-0084
830,조내과의원,(34311) 대전광역시 대덕구 신탄진로 804 (신탄진동),042-932-8390
831,조성운내과의원,(34941) 대전광역시 중구 대흥로 81 (대흥동),042-256-8454
832,조성일정형외과의원,"(35372) 대전광역시 서구 관저중로95번길 86 2,3층 (관저동)",042-542-0852
833,조성중비뇨기과의원,(34177) 대전광역시 유성구 계룡로 50 (봉명동),042-822-9132
834,조성현가정의학과의원,"(34556) 대전광역시 동구 동산초교로 41 2층 201호 (홍도동, 파밀리에존상가)",042-639-8275
835,조아피부과의원,"(34086) 대전광역시 유성구 노은로 166 계룡프라자 501,502호 (지족동)",042-822-2075
836,조안과의원,(34640) 대전광역시 동구 동대전로 74 (대동),042-272-1700
837,조앤조이비인후과의원,"(34422) 대전광역시 대덕구 계족산로 2 3층 (중리동, 조은크리닉)",042-625-3111
838,조엘마취통증의학과의원,"(34049) 대전광역시 유성구 엑스포로 488 (전민동,엑스포상가 4층 4호)",042-862-0082
839,조영구내과의원,(34964) 대전광역시 중구 문화로 277 4층 (대사동),042-257-1295
840,조용희신경정신과의원,(34857) 대전광역시 중구 계룡로 845 (용두동),042-254-8319
841,조은이비인후과의원,"(34073) 대전광역시 유성구 지족동로 152 코오롱빌딩 2,3층 201,303호 (지족동)",042-824-7525
842,조은정형외과의원,"(34422) 대전광역시 대덕구 계족산로 2 1,5,6층 (중리동)",042-639-7585
843,조의원,(34418) 대전광역시 대덕구 비래동로 20 (비래동),042-634-8275
844,조이이비인후과의원,"(34695) 대전광역시 동구 은어송로 62 3층 (가오동, 지오빌딩)",042-286-9123
845,조인정형외과의원,"(35262) 대전광역시 서구 계룡로553번길 18 7,8층 (탄방동)",042-714-0700
846,조일영소아청소년과의원,"(35382) 대전광역시 서구 구봉로 137 201,202일부호 (관저동)",042-543-8355
847,조재영정형외과의원,"(35262) 대전광역시 서구 문정로 62 2,6층 (탄방동, 프라임빌딩)",042-485-0075
848,조현정신건강의학과의원,(34924) 대전광역시 중구 대종로 472 1~4층 (은행동),042-255-0009
849,좋은날내과의원,(34401) 대전광역시 대덕구 동춘당로94번길 11-21 송촌은혜프라자 602호 (송촌동),042-721-3778
850,좋은날신경과의원,(35382) 대전광역시 서구 구봉로 125 스카이프라자 3층 (관저동),042-542-3588
851,좋은이웃내과의원,(35214) 대전광역시 서구 월평북로 88 2층 (월평동),042-484-7854
852,좋은정형외과의원,(34175) 대전광역시 유성구 계룡로 11 (구암동),042-825-9975
853,주생명의원,"(34199) 대전광역시 유성구 도안대로 511-13 1층, 3층, 4층 110호, 302호, 401호, 402호 (상대동)",042-825-3500
854,주인하이비인후과의원,(35234) 대전광역시 서구 대덕대로 202 6층 (둔산동),042-472-2203
855,준이비인후과의원,"(34049) 대전광역시 유성구 엑스포로 488 (전민동, 엑스포코아 4층 7호)",042-867-5075
856,중부우리안과의원,"(34914) 대전광역시 중구 중앙로 136 2,3층 (대흥동)",042-254-1015
857,중부정형외과신경외과의원,(34909) 대전광역시 중구 계룡로 876 4층 (오류동),042-537-3315
858,중앙내과의원,(34177) 대전광역시 유성구 계룡로 50 (봉명동),042-822-6145
859,중앙신경외과의원,"(34700) 대전광역시 동구 대전로 307 지하1층,1층 (대성동, 중앙신경외과)",042-284-0700
860,중앙신경정신과의원,(34828) 대전광역시 중구 동서대로 1319 (용두동),042-255-1849
861,중앙이비인후과의원,"(34832) 대전광역시 중구 중앙로 149 3층 302호 (은행동, 한솔그린타워)",042-255-6112
862,중앙재활의학과의원,(34812) 대전광역시 중구 목중로 50 3층 (중촌동),042-222-3737
863,중앙훼밀리의원,(34117) 대전광역시 유성구 신성남로 49 (신성동),042-861-9379
864,지앤미피부과의원,"(34909) 대전광역시 중구 계백로 1709 303,304호 (오류동)",042-226-9700
865,지정신건강의학과의원,(34944) 대전광역시 중구 중앙로 10 2층 (문화동),042-256-5551
866,지정신건강의학과의원,(35241) 대전광역시 서구 둔산중로 50 4층 401호 (둔산동),042-484-6655
867,지현성모안과의원,"(34422) 대전광역시 대덕구 계족산로 2 304호 (중리동, 조은크리닉)",042-633-0030
868,진가정의학과의원,"(35372) 대전광역시 서구 관저로 83 201호 (관저동, 신선마을아파트상가)",042-541-2375
869,진잠연합의원,(34227) 대전광역시 유성구 원내로 37 (원내동),042-543-8100
870,차종식피부과의원,"(35259) 대전광역시 서구 둔산중로 19 2층 (탄방동, 샤크존)",042-483-7606
871,참내과의원,"(35048) 대전광역시 중구 대종로 299 2,3층 (부사동)",042-221-7582
872,참사랑정형외과의원,(34086) 대전광역시 유성구 노은로 144 (지족동),042-476-8575
873,참이비인후과의원,(34909) 대전광역시 중구 계백로 1715 1동 305호 (오류동),042-531-4987
874,참재활의학과의원,"(34910) 대전광역시 중구 계백로 1681 3,4층 (오류동)",042-528-7575
875,참정형외과의원,(34903) 대전광역시 중구 계룡로 804 202호 (오류동),042-525-8273
876,참조은내과의원,"(35008) 대전광역시 중구 당디로6번길 76 302,304,305호 (문화동, 두루타운)",042-582-8899
877,참조은이비인후과의원,(34695) 대전광역시 동구 은어송로 60 지티엠빌딩 4층 (가오동),042-272-0075
878,참조은통증의학과의원,"(34383) 대전광역시 대덕구 계족로 667 2층 (법동, 대덕빌딩)",042-672-1002
879,참좋은소아청소년과의원,"(34304) 대전광역시 대덕구 대덕대로 1555 상가동 3층 304호 (석봉동, 금강엑슬루타워)",042-840-7525
880,참좋은이비인후과의원,(35382) 대전광역시 서구 구봉로 121 5층 502호 (관저동),042-541-9004
881,참편한연합의원,(34891) 대전광역시 중구 계백로 1567 2~3층 (유천동),042-531-8400
882,창안과의원,"(34628) 대전광역시 동구 대전로 789 1,2,3층 (중동)",042-223-7331
883,척신경과의원,(34922) 대전광역시 중구 대전천서로 457 4층 (은행동),042-721-8875
884,철도의원,(34629) 대전광역시 동구 역전시장길 42 (정동),042-273-7363
885,청담내과의원,(34406) 대전광역시 대덕구 동춘당로 179 (법동),042-635-7576
886,청담맑은의원,(35368) 대전광역시 서구 계백로 1141 (가수원동),042-716-1101
887,청담미여성의원,"(35223) 대전광역시 서구 월평중로 36 3,4층 (월평동)",042-487-5777
888,청담여성의원,"(35223) 대전광역시 서구 월평중로 36 3,4층 (월평동)",042-485-3282
889,청담이비인후과의원,(34900) 대전광역시 중구 계백로 1597 2층 (유천동),042-526-7575
890,청담정신건강의학과의원,"(34179) 대전광역시 유성구 계룡로 84 (봉명동, 레자미3차)",042-863-8866
891,청담피부과의원,(35229) 대전광역시 서구 둔산로31번길 21 5층 (둔산동),042-471-5300
892,청사신경외과의원,(35203) 대전광역시 서구 대덕대로 396 3층 (만년동),042-482-0075
893,청사이비인후과의원,"(35209) 대전광역시 서구 청사로 228 305호 (둔산동, 청사오피스텔)",042-472-2633
894,청사피부과의원,(35203) 대전광역시 서구 대덕대로 396 4층 (만년동),042-489-7670
895,청춘재활의학과의원,(34869) 대전광역시 중구 계룡로 861 골든타워 7층 (용두동),042-721-2877
896,초록내과의원,(35407) 대전광역시 서구 복수동로 39-26 2층 (복수동),042-586-7511
897,초원의원,"(35201) 대전광역시 서구 만년로 45 207호 (만년동, 초원아파트상가)",042-489-9068
898,초이스뷰의원,(35230) 대전광역시 서구 둔산로 20 5층 (둔산동),042-486-4842
899,최경호가정의학과의원,"(34159) 대전광역시 유성구 학하중앙로59번길 5-3 (덕명동, 호연빌딩)",042-822-7589
900,최규남성형외과의원,"(35264) 대전광역시 서구 계룡로 599 5층 (탄방동, 한밭새마을금고사옥)",042-537-2020
901,치항외과의원,"(34626) 대전광역시 동구 대전로 812 3층,4층 (정동)",042-257-7775
902,카라의원,(35230) 대전광역시 서구 둔산로 26 5층 (둔산동),042-489-0005
903,카이스트부속의원,"(34141) 대전광역시 유성구 대학로 291 (구성동, 한국과학기술원 E-21)",042-350-0500
904,케이한마음의원,(34218) 대전광역시 유성구 도안북로 79 503호 (용계동),042-826-5577
905,코넬부부의원,"(34169) 대전광역시 유성구 계룡로 55 3층 304호 (봉명동, 유성자이)",042-825-0348
906,코뿔소이비인후과의원,(35264) 대전광역시 서구 계룡로 599 MG한밭빌딩 5층 (탄방동),042-538-8885
907,코스모내과의원,(34903) 대전광역시 중구 계룡로 804 코스모메디컬 (오류동),042-535-2536
908,코아이비인후과의원,"(34227) 대전광역시 유성구 원내로39번길 17 201호 (원내동, 코아 02동)",042-543-7755
909,코앤이비인후과의원,(34910) 대전광역시 중구 계백로 1681 2층 (오류동),042-719-7700
910,코코이비인후과의원,(34190) 대전광역시 유성구 도안대로 512-16 201호 (봉명동),042-826-3075
911,쾌유내과의원,(35250) 대전광역시 서구 둔산로 232 2층 (둔산동),042-483-7554
912,쿨맨남성의원,(35230) 대전광역시 서구 둔산로 34 (둔산동),042-472-1530
913,퀸즈메디산부인과의원,(35262) 대전광역시 서구 문정로 62 프라임빌딩 (탄방동),042-485-7553
914,크로바안과의원,"(35241) 대전광역시 서구 둔산로 144 3층 (둔산동, 남원프라자)",042-489-7500
915,크로바재활의학과의원,(35240) 대전광역시 서구 둔산로 129 201호 (둔산동),042-477-7582
916,크리미의원,"(35229) 대전광역시 서구 둔산로 25 3,4층 (둔산동)",042-489-3441
917,크리미의원,"(34168) 대전광역시 유성구 대학로 9 4,5층 (봉명동)",042-822-2277
918,큰사랑의원,"(35225) 대전광역시 서구 월평로 58 3층 (월평동, 조명빌딩)",042-487-1975
919,키즈웰소아청소년과의원,"(35362) 대전광역시 서구 도안대로 25 104,105호 (관저동)",042-545-7533
920,키즈웰소아청소년과의원,"(35362) 대전광역시 서구 도안대로 25 104,105호 (관저동)",042-721-7511
921,킴스의원,(35402) 대전광역시 서구 계백로 1440 4층 (도마동),042-585-0088
922,킴스정형외과의원,(35402) 대전광역시 서구 계백로 1472 1~5층 (도마동),042-582-0088
923,타임플러스성형외과의원,(35234) 대전광역시 서구 대덕대로 202 경구빌딩 8층 (둔산동),042-489-3006
924,타임피부과의원,(35241) 대전광역시 서구 둔산중로 50 파이낸스빌딩 202호 (둔산동),042-488-0770
925,탄방정신건강의학과의원,(35264) 대전광역시 서구 계룡로 605 메디칼센터상아빌딩 6층 605호 (탄방동),042-252-1523
926,탑신경외과의원,(35331) 대전광역시 서구 도산로 92 (도마동),042-532-3954
927,태전마취통증의학과의원,"(34630) 대전광역시 동구 대전천동로 502 2층 (원동, 희성빌딩)",042-254-1585
928,태평드림내과의원,(34892) 대전광역시 중구 동서대로 1218 4층 (태평동),042-537-7533
929,태평비뇨기과의원,"(34892) 대전광역시 중구 동서대로 1218 401호 (태평동, 태평크리닉)",042-538-0075
930,태평정다운의원,(34897) 대전광역시 중구 평촌로 96-2 3층 (유천동),042-635-1440
931,태평정형외과의원,(34887) 대전광역시 중구 평촌로 58 동양빌딩 501호 (유천동),042-537-8275
932,털보헤어플러스의원,(35264) 대전광역시 서구 계룡로 605 801호 (탄방동),042-483-5875
933,테크노내과의원,(34018) 대전광역시 유성구 테크노4로 105 4층 (관평동),042-671-0900
934,테크노본정형외과의원,"(34018) 대전광역시 유성구 테크노중앙로 50 A동 4층 405,406호 (관평동)",042-721-7576
935,테크노산부인과의원,(34017) 대전광역시 유성구 테크노중앙로 40 5층 (관평동),042-867-7575
936,테크노성모외과의원,(34017) 대전광역시 유성구 테크노중앙로 38 3층 (관평동),042-934-7770
937,테크노연세피부과의원,(34018) 대전광역시 유성구 테크노중앙로 50 B동 4층 401~404호 (관평동),042-933-0080
938,테크노키즈소아과의원,(34019) 대전광역시 유성구 테크노4로 141 (관평동),042-671-8275
939,텔레비젼의원,"(35230) 대전광역시 서구 둔산로 34 8층 (둔산동, 씨앤씨타워)",042-488-9880
940,토리소아청소년과의원,"(35220) 대전광역시 서구 청사로 130 41호 (월평동, 청사로프라자)",042-489-7575
941,톡스앤필의원대전둔산점,"(35233) 대전광역시 서구 대덕대로 226 2,4층 404,405호 (둔산동)",042-488-5827
942,튼튼소아청소년과의원,(35250) 대전광역시 서구 둔산로 210-1 (둔산동),042-477-1275
943,튼튼소아청소년과의원,"(34401) 대전광역시 대덕구 동춘당로94번길 11-27 402호 (송촌동, 하나로플라자)",042-638-7588
944,튼튼한정형외과의원,(34018) 대전광역시 유성구 관평2로 7 (관평동),042-936-1119
945,파인마취통증의학과의원,"(35368) 대전광역시 서구 계백로 1135 MK클리닉 704,705,706호 (가수원동)",042-721-7588
946,파티마정형외과의원,"(35265) 대전광역시 서구 대덕대로168번길 94 1층,3층 (갈마동)",042-538-2288
947,판암가정의학과의원,(34677) 대전광역시 동구 옥천로 186 (판암동),042-274-0300
948,퍼스트365소아청소년과의원,"(34017) 대전광역시 유성구 테크노중앙로 40 3,4층 (관평동, 남일프라자)",042-936-5365
949,페이스성형외과의원,(35230) 대전광역시 서구 대덕대로 203 3층 (둔산동),042-484-2300
950,편안한 의원,(34627) 대전광역시 동구 대전로815번길 1 2층 (정동),042-255-8875
951,편안한통증의학과의원,(35214) 대전광역시 서구 월평북로 82 3층 (월평동),042-528-5230
952,편작내과의원.한의원,(34019) 대전광역시 유성구 관평2로 56 (관평동),042-934-0934
953,편한내과의원,"(34073) 대전광역시 유성구 지족로 282 코오롱타워2 502-2호, 503호, 504호, 505호 (지족동)",042-716-1175
954,편한몸마취통증의학과의원,(34676) 대전광역시 동구 옥천로 178 2층 (판암동),042-272-1675
955,편한통증의학과의원,(34009) 대전광역시 유성구 봉산로 1 (봉산동),042-936-1275
956,평강정형외과의원,"(34356) 대전광역시 대덕구 아리랑로 217 (법동, 한국주택은행중리출장소)",042-626-9119
957,평안정형외과의원,(34330) 대전광역시 대덕구 덕암로265번길 25 (덕암동),042-932-0675
958,포에버의원,(35230) 대전광역시 서구 대덕대로 189 3층 (둔산동),1899-8300
959,폴라인피부과의원,(35241) 대전광역시 서구 문예로 43 2층 (둔산동),042-476-0002
960,푸른가정의원,(34380) 대전광역시 대덕구 동심1길 3 1층 (오정동),042-635-7582
961,푸른내과의원,(35294) 대전광역시 서구 갈마로 255 2층 (괴정동),042-532-5977
962,푸른외과의원,(35223) 대전광역시 서구 월평중로 24 4층 (월평동),042-485-3161
963,푸른의원,"(35005) 대전광역시 중구 천근로 40 2,3층 (문화동)",042-585-8275
964,푸른이비인후과의원,(34019) 대전광역시 유성구 테크노4로 141 (관평동),042-671-7575
965,푸른정형외과의원,"(34989) 대전광역시 중구 대둔산로 397 2층 (산성동, 푸른크리닉)",042-584-7582
966,프라임내과의원,(35299) 대전광역시 서구 계룡로 616 대전오렌지타운 3층 (괴정동),042-253-8275
967,프라임비뇨기과의원,(35223) 대전광역시 서구 월평중로 36 (월평동),042-484-8688
968,프라임의원,(34693) 대전광역시 동구 대전로 465 (가오동),042-271-7575
969,플러스성형외과의원,(35230) 대전광역시 서구 대덕대로 203 6층 (둔산동),042-486-6543
970,플러스연합내과의원,(34417) 대전광역시 대덕구 비래동로 7 2층 (비래동),042-636-7575
971,플러스이비인후과의원,(35366) 대전광역시 서구 원도안로 43 우미프라자 4층 (가수원동),042-545-1385
972,플러스정형외과의원,(34068) 대전광역시 유성구 반석로 16 반석크리닉빌딩 2층 (반석동),042-826-8275
973,플러스흉부외과의원,"(35241) 대전광역시 서구 둔산중로 50 303,304호 (둔산동)",042-488-1004
974,플레인의원,(35241) 대전광역시 서구 둔산로 136 (둔산동),042-471-2510
975,피곤제로의원,"(34019) 대전광역시 유성구 관평2로 56 502호 (관평동, 도모프라자)",042-932-9988
976,하나가정의원,(34404) 대전광역시 대덕구 선비마을로23번길 61 (송촌동),042-625-0075
977,하나내과의원,(35382) 대전광역시 서구 관저중로 72 메디컬센터 5층 (관저동),042-242-8275
978,하나내과의원,(34379) 대전광역시 대덕구 한밭대로 1015 2층 (오정동),042-622-9300
979,하나로내과의원,(34411) 대전광역시 대덕구 계족산로 1 (중리동),042-637-3435
980,하나로산부인과의원,"(34411) 대전광역시 대덕구 계족산로 1 (중리동, 하나로병원)",042-637-3575
981,하나로안과의원,(34411) 대전광역시 대덕구 계족산로 1 3층 (중리동),042-631-2154
982,하나로영상의학과의원,(34411) 대전광역시 대덕구 계족산로9번길 5 승암크리닉 1. 2. 4층 (중리동),042-637-0404
983,하나로의원,"(34179) 대전광역시 유성구 계룡로 92 (봉명동, CJ나인파크 3층)",042-636-0404
984,하나로이비인후과의원,(34411) 대전광역시 대덕구 계족산로 1 (중리동),042-622-5075
985,하나로피부과의원,(34411) 대전광역시 대덕구 계족산로 1 2층 (중리동),042-621-0526
986,하나마취통증의학과의원,(35055) 대전광역시 중구 보문산로 56 3층 (산성동),042-586-1675
987,하나비뇨기과의원,"(34572) 대전광역시 동구 동서대로 1688 5층 505호 (성남동, 빅플러스빌딩)",042-634-7700
988,하나신경과의원,(35264) 대전광역시 서구 계룡로 633 4층 (탄방동),042-535-4111
989,하나연합의원,(34070) 대전광역시 유성구 지족로 283 드림타워동 4층 (지족동),042-823-7560
990,하나외과의원,(34198) 대전광역시 유성구 월드컵대로316번길 64 (상대동),042-823-5090
991,휴정신건강의학과의원,"(35234) 대전광역시 서구 둔산로 52 5층 (둔산동, 미라클빌딩)",042-485-5900
992,희망정신건강의학과의원,(35230) 대전광역시 서구 대덕대로 199 2층 (둔산동),042-535-0778
993,李편한마음정신건강의학과의원,(34917) 대전광역시 중구 대흥로 105 3층 (대흥동),042-252-7582
